0,0.00149362, 0.000145495, 0.000710982, 
0.01,0.0164279, 0.00160044, 0.00781994, 
0.02,0.0313529, 0.00305541, 0.0149246, 
0.03,0.0462603, 0.00451043, 0.022021, 
0.04,0.0611414, 0.00596554, 0.0291053, 
0.05,0.0759881, 0.00742076, 0.0361736, 
0.06,0.0907919, 0.00887613, 0.0432219, 
0.07,0.105544, 0.0103316, 0.0502464, 
0.08,0.120237, 0.0117873, 0.0572431, 
0.09,0.134863, 0.013243, 0.0642083, 
0.1,0.149412, 0.0146989, 0.071138, 
0.11,0.163877, 0.0161548, 0.0780285, 
0.12,0.17825, 0.0176106, 0.0848758, 
0.13,0.192523, 0.0190663, 0.0916762, 
0.14,0.206688, 0.0205217, 0.0984258, 
0.15,0.220737, 0.0219766, 0.105121, 
0.16,0.234663, 0.023431, 0.111758, 
0.17,0.248457, 0.0248846, 0.118333, 
0.18,0.262112, 0.0263372, 0.124842, 
0.19,0.275621, 0.0277884, 0.131282, 
0.2,0.288976, 0.0292381, 0.137648, 
0.21,0.30217, 0.0306859, 0.143938, 
0.22,0.315197, 0.0321314, 0.150148, 
0.23,0.328048, 0.0335742, 0.156275, 
0.24,0.340717, 0.035014, 0.162313, 
0.25,0.353198, 0.0364502, 0.168262, 
0.26,0.365483, 0.0378824, 0.174116, 
0.27,0.377567, 0.0393099, 0.179872, 
0.28,0.389442, 0.0407324, 0.185528, 
0.29,0.401103, 0.0421491, 0.191079, 
0.3,0.412543, 0.0435594, 0.196524, 
0.31,0.423756, 0.0449626, 0.201857, 
0.32,0.434737, 0.0463581, 0.207077, 
0.33,0.44548, 0.0477451, 0.212181, 
0.34,0.455979, 0.0491229, 0.217164, 
0.35,0.466228, 0.0504905, 0.222025, 
0.36,0.476224, 0.0518473, 0.226761, 
0.37,0.485959, 0.0531923, 0.231368, 
0.38,0.49543, 0.0545246, 0.235844, 
0.39,0.50463, 0.0558433, 0.240187, 
0.4,0.513557, 0.0571475, 0.244393, 
0.41,0.522205, 0.0584361, 0.248461, 
0.42,0.530569, 0.0597082, 0.252387, 
0.43,0.538645, 0.0609628, 0.25617, 
0.44,0.546429, 0.0621987, 0.259807, 
0.45,0.553918, 0.063415, 0.263296, 
0.46,0.561106, 0.0646105, 0.266635, 
0.47,0.567991, 0.065784, 0.269823, 
0.48,0.574568, 0.0669346, 0.272856, 
0.49,0.580834, 0.068061, 0.275734, 
0.5,0.586787, 0.0691621, 0.278454, 
0.51,0.592422, 0.0702367, 0.281015, 
0.52,0.597736, 0.0712837, 0.283416, 
0.53,0.602728, 0.0723018, 0.285655, 
0.54,0.607393, 0.0732898, 0.287731, 
0.55,0.61173, 0.0742467, 0.289642, 
0.56,0.615735, 0.075171, 0.291388, 
0.57,0.619407, 0.0760618, 0.292967, 
0.58,0.622743, 0.0769177, 0.294379, 
0.59,0.625742, 0.0777376, 0.295623, 
0.6,0.6284, 0.0785202, 0.296697, 
0.61,0.630718, 0.0792645, 0.297603, 
0.62,0.632692, 0.0799692, 0.298339, 
0.63,0.634322, 0.0806331, 0.298904, 
0.64,0.635606, 0.0812551, 0.299299, 
0.65,0.636544, 0.0818342, 0.299524, 
0.66,0.637133, 0.082369, 0.299578, 
0.67,0.637374, 0.0828587, 0.299461, 
0.68,0.637266, 0.083302, 0.299175, 
0.69,0.636807, 0.0836979, 0.298718, 
0.7,0.635999, 0.0840455, 0.298092, 
0.71,0.63484, 0.0843437, 0.297297, 
0.72,0.633331, 0.0845916, 0.296334, 
0.73,0.631472, 0.0847881, 0.295203, 
0.74,0.629263, 0.0849325, 0.293906, 
0.75,0.626704, 0.0850239, 0.292443, 
0.76,0.623797, 0.0850614, 0.290815, 
0.77,0.620542, 0.0850443, 0.289024, 
0.78,0.616941, 0.0849717, 0.28707, 
0.79,0.612994, 0.0848432, 0.284956, 
0.8,0.608703, 0.0846579, 0.282682, 
0.81,0.604069, 0.0844153, 0.280251, 
0.82,0.599095, 0.0841148, 0.277663, 
0.83,0.593782, 0.083756, 0.274921, 
0.84,0.588132, 0.0833384, 0.272027, 
0.85,0.582148, 0.0828616, 0.268982, 
0.86,0.575833, 0.0823254, 0.265788, 
0.87,0.569189, 0.0817294, 0.262448, 
0.88,0.562219, 0.0810735, 0.258963, 
0.89,0.554926, 0.0803574, 0.255336, 
0.9,0.547314, 0.0795813, 0.25157, 
0.91,0.539386, 0.0787449, 0.247666, 
0.92,0.531146, 0.0778485, 0.243627, 
0.93,0.522598, 0.076892, 0.239456, 
0.94,0.513746, 0.0758758, 0.235155, 
0.95,0.504595, 0.0748001, 0.230727, 
0.96,0.495148, 0.0736653, 0.226175, 
0.97,0.485411, 0.0724716, 0.221501, 
0.98,0.47539, 0.0712197, 0.216709, 
0.99,0.465088, 0.0699101, 0.2118, 
1,0.454511, 0.0685433, 0.206779, 
1.01,0.443666, 0.0671202, 0.201647, 
1.02,0.432557, 0.0656415, 0.196409, 
1.03,0.421191, 0.0641079, 0.191067, 
1.04,0.409574, 0.0625206, 0.185624, 
1.05,0.397712, 0.0608804, 0.180084, 
1.06,0.385612, 0.0591884, 0.174449, 
1.07,0.373281, 0.0574457, 0.168722, 
1.08,0.360725, 0.0556536, 0.162908, 
1.09,0.347952, 0.0538133, 0.157009, 
1.1,0.334968, 0.0519262, 0.151028, 
1.11,0.321782, 0.0499937, 0.14497, 
1.12,0.308401, 0.0480172, 0.138836, 
1.13,0.294833, 0.0459984, 0.132631, 
1.14,0.281085, 0.0439387, 0.126358, 
1.15,0.267166, 0.0418399, 0.120019, 
1.16,0.253084, 0.0397037, 0.11362, 
1.17,0.238847, 0.0375318, 0.107162, 
1.18,0.224463, 0.0353261, 0.10065, 
1.19,0.209943, 0.0330884, 0.0940868, 
1.2,0.195293, 0.0308208, 0.0874757, 
1.21,0.180523, 0.0285251, 0.0808202, 
1.22,0.165642, 0.0262034, 0.0741239, 
1.23,0.15066, 0.0238577, 0.0673901, 
1.24,0.135584, 0.0214901, 0.0606223, 
1.25,0.120424, 0.0191028, 0.0538239, 
1.26,0.105191, 0.0166979, 0.0469985, 
1.27,0.0898919, 0.0142776, 0.0401494, 
1.28,0.0745375, 0.0118441, 0.0332802, 
1.29,0.059137, 0.00939968, 0.0263942, 
1.3,0.0436998, 0.0069465, 0.019495, 
1.31,0.0282357, 0.00448687, 0.0125861, 
1.32,0.012754, 0.00202305, 0.00567081, 
1.33,-0.00273564, -0.000442678, -0.00124729, 
1.34,-0.0182236, -0.00290803, -0.00816476, 
1.35,-0.0337002, -0.00537074, -0.0150781, 
1.36,-0.0491561, -0.00782852, -0.0219839, 
1.37,-0.0645815, -0.0102791, -0.0288787, 
1.38,-0.0799669, -0.0127202, -0.035759, 
1.39,-0.095303, -0.0151497, -0.0426213, 
1.4,-0.11058, -0.0175652, -0.0494622, 
1.41,-0.125789, -0.0199646, -0.0562782, 
1.42,-0.14092, -0.0223457, -0.0630659, 
1.43,-0.155964, -0.0247063, -0.0698217, 
1.44,-0.170913, -0.0270444, -0.0765423, 
1.45,-0.185756, -0.0293579, -0.0832242, 
