0.34,-2e-07, 6.49068e-06, -1.38457e-07, -5.94723e-05, 5.49918e-05, 9.65062e-06, 1.7601, -7.86544e-06, 
0.35,-2.25079e-07, 7.02272e-06, -1.65311e-07, -6.72299e-05, 6.16972e-05, 1.04424e-05, 1.76685, -7.36339e-06, 
0.36,-2.52383e-07, 7.57825e-06, -1.9533e-07, -7.5713e-05, 6.89895e-05, 1.12693e-05, 1.77373, -6.8391e-06, 
0.37,-2.82015e-07, 8.15714e-06, -2.2869e-07, -8.49634e-05, 7.69001e-05, 1.21311e-05, 1.78075, -6.29264e-06, 
0.38,-3.14068e-07, 8.75923e-06, -2.65563e-07, -9.50237e-05, 8.54609e-05, 1.30276e-05, 1.7879, -5.72416e-06, 
0.39,-3.48635e-07, 9.38429e-06, -3.06111e-07, -0.000105937, 9.47042e-05, 1.39586e-05, 1.79517, -5.13382e-06, 
0.4,-3.85801e-07, 1.00321e-05, -3.50487e-07, -0.000117748, 0.000104663, 1.49236e-05, 1.80256, -4.52184e-06, 
0.41,-4.25644e-07, 1.07022e-05, -3.98835e-07, -0.000130501, 0.00011537, 1.59222e-05, 1.81007, -3.88849e-06, 
0.42,-4.68238e-07, 1.13944e-05, -4.51284e-07, -0.000144241, 0.000126858, 1.69538e-05, 1.81768, -3.23406e-06, 
0.43,-5.13645e-07, 1.21082e-05, -5.07951e-07, -0.000159013, 0.000139162, 1.8018e-05, 1.8254, -2.5589e-06, 
0.44,-5.61921e-07, 1.28431e-05, -5.68938e-07, -0.000174864, 0.000152315, 1.91141e-05, 1.83323, -1.8634e-06, 
0.45,-6.13111e-07, 1.35986e-05, -6.34329e-07, -0.00019184, 0.00016635, 2.02413e-05, 1.84114, -1.14797e-06, 
0.46,-6.67249e-07, 1.43742e-05, -7.04189e-07, -0.000209986, 0.000181302, 2.13988e-05, 1.84915, -4.13078e-07, 
0.47,-7.2436e-07, 1.51693e-05, -7.78567e-07, -0.000229349, 0.000197205, 2.25859e-05, 1.85724, 3.40779e-07, 
0.48,-7.84454e-07, 1.59833e-05, -8.57488e-07, -0.000249977, 0.000214091, 2.38016e-05, 1.86542, 1.11307e-06, 
0.49,-8.47533e-07, 1.68154e-05, -9.40955e-07, -0.000271914, 0.000231995, 2.50449e-05, 1.87366, 1.90322e-06, 
0.5,-9.13581e-07, 1.76649e-05, -1.02895e-06, -0.000295207, 0.000250949, 2.63148e-05, 1.88198, 2.71063e-06, 
0.51,-9.82572e-07, 1.85312e-05, -1.12143e-06, -0.000319902, 0.000270987, 2.76104e-05, 1.89036, 3.53466e-06, 
0.52,-1.05446e-06, 1.94134e-05, -1.21831e-06, -0.000346045, 0.000292141, 2.89303e-05, 1.8988, 4.37466e-06, 
0.53,-1.1292e-06, 2.03107e-05, -1.31952e-06, -0.000373679, 0.000314444, 3.02735e-05, 1.9073, 5.22993e-06, 
0.54,-1.2067e-06, 2.12222e-05, -1.42492e-06, -0.00040285, 0.000337925, 3.16388e-05, 1.91584, 6.09974e-06, 
0.55,-1.28689e-06, 2.21471e-05, -1.53436e-06, -0.000433602, 0.000362618, 3.30248e-05, 1.92443, 6.98334e-06, 
0.56,-1.36966e-06, 2.30844e-05, -1.64766e-06, -0.000465975, 0.00038855, 3.44303e-05, 1.93305, 7.87997e-06, 
0.57,-1.45488e-06, 2.40332e-05, -1.76461e-06, -0.000500014, 0.000415753, 3.5854e-05, 1.94171, 8.78883e-06, 
0.58,-1.54243e-06, 2.49926e-05, -1.88498e-06, -0.000535757, 0.000444253, 3.72943e-05, 1.95039, 9.7091e-06, 
0.59,-1.63215e-06, 2.59615e-05, -2.00848e-06, -0.000573245, 0.000474079, 3.875e-05, 1.9591, 1.06399e-05, 
0.6,-1.72387e-06, 2.6939e-05, -2.13482e-06, -0.000612516, 0.000505258, 4.02196e-05, 1.96782, 1.15805e-05, 
0.61,-1.81739e-06, 2.79241e-05, -2.26367e-06, -0.000653607, 0.000537813, 4.17016e-05, 1.97656, 1.25299e-05, 
0.62,-1.91252e-06, 2.89156e-05, -2.39467e-06, -0.000696553, 0.000571771, 4.31945e-05, 1.9853, 1.34873e-05, 
0.63,-2.00904e-06, 2.99127e-05, -2.52743e-06, -0.000741388, 0.000607152, 4.46968e-05, 1.99404, 1.44517e-05, 
0.64,-2.10671e-06, 3.09142e-05, -2.66152e-06, -0.000788145, 0.00064398, 4.6207e-05, 2.00278, 1.54222e-05, 
0.65,-2.20527e-06, 3.1919e-05, -2.7965e-06, -0.000836852, 0.000682274, 4.77235e-05, 2.01151, 1.6398e-05, 
0.66,-2.30445e-06, 3.29261e-05, -2.93189e-06, -0.00088754, 0.000722052, 4.92449e-05, 2.02023, 1.73781e-05, 
0.67,-2.40398e-06, 3.39344e-05, -3.06718e-06, -0.000940233, 0.000763333, 5.07694e-05, 2.02892, 1.83616e-05, 
0.68,-2.50355e-06, 3.49429e-05, -3.20185e-06, -0.000994956, 0.000806131, 5.22955e-05, 2.03759, 1.93474e-05, 
0.69,-2.60285e-06, 3.59505e-05, -3.33532e-06, -0.00105173, 0.00085046, 5.38218e-05, 2.04624, 2.03348e-05, 
0.7,-2.70155e-06, 3.69561e-05, -3.46702e-06, -0.00111058, 0.000896332, 5.53466e-05, 2.05485, 2.13227e-05, 
0.71,-2.7993e-06, 3.79586e-05, -3.59635e-06, -0.00117152, 0.000943759, 5.68683e-05, 2.06342, 2.23102e-05, 
0.72,-2.89577e-06, 3.8957e-05, -3.72267e-06, -0.00123456, 0.000992747, 5.83855e-05, 2.07194, 2.32963e-05, 
0.73,-2.99059e-06, 3.99504e-05, -3.84534e-06, -0.00129971, 0.0010433, 5.98965e-05, 2.08042, 2.42802e-05, 
0.74,-3.08338e-06, 4.09375e-05, -3.9637e-06, -0.001367, 0.00109544, 6.13999e-05, 2.08884, 2.5261e-05, 
0.75,-3.17376e-06, 4.19175e-05, -4.07705e-06, -0.00143642, 0.00114914, 6.28942e-05, 2.09721, 2.62376e-05, 
0.76,-3.26134e-06, 4.28894e-05, -4.18472e-06, -0.00150797, 0.00120443, 6.43779e-05, 2.10552, 2.72092e-05, 
0.77,-3.34573e-06, 4.38521e-05, -4.28598e-06, -0.00158167, 0.00126129, 6.58495e-05, 2.11375, 2.8175e-05, 
0.78,-3.42652e-06, 4.48048e-05, -4.38013e-06, -0.0016575, 0.00131973, 6.73076e-05, 2.12192, 2.9134e-05, 
0.79,-3.50331e-06, 4.57465e-05, -4.46644e-06, -0.00173547, 0.00137973, 6.87509e-05, 2.13001, 3.00854e-05, 
0.8,-3.57569e-06, 4.66763e-05, -4.54417e-06, -0.00181557, 0.00144129, 7.0178e-05, 2.13803, 3.10283e-05, 
0.81,-3.64325e-06, 4.75934e-05, -4.61261e-06, -0.00189779, 0.00150441, 7.15875e-05, 2.14596, 3.1962e-05, 
0.82,-3.70558e-06, 4.84969e-05, -4.67101e-06, -0.00198211, 0.00156906, 7.29783e-05, 2.1538, 3.28857e-05, 
0.83,-3.76227e-06, 4.9386e-05, -4.71864e-06, -0.00206853, 0.00163524, 7.43491e-05, 2.16155, 3.37985e-05, 
0.84,-3.81292e-06, 5.02599e-05, -4.75479e-06, -0.00215702, 0.00170294, 7.56986e-05, 2.1692, 3.46997e-05, 
0.85,-3.85712e-06, 5.1118e-05, -4.77874e-06, -0.00224756, 0.00177212, 7.70259e-05, 2.17676, 3.55887e-05, 
0.86,-3.89447e-06, 5.19595e-05, -4.78978e-06, -0.00234013, 0.00184279, 7.83297e-05, 2.18421, 3.64647e-05, 
0.87,-3.9246e-06, 5.27837e-05, -4.78723e-06, -0.0024347, 0.0019149, 7.96092e-05, 2.19155, 3.73271e-05, 
0.88,-3.94712e-06, 5.35901e-05, -4.77041e-06, -0.00253125, 0.00198845, 8.08632e-05, 2.19879, 3.81752e-05, 
0.89,-3.96167e-06, 5.43781e-05, -4.73866e-06, -0.00262974, 0.0020634, 8.2091e-05, 2.20591, 3.90085e-05, 
0.9,-3.96788e-06, 5.51471e-05, -4.69136e-06, -0.00273014, 0.00213974, 8.32917e-05, 2.21292, 3.98264e-05, 
0.91,-3.96543e-06, 5.58966e-05, -4.62791e-06, -0.00283241, 0.00221742, 8.44645e-05, 2.2198, 4.06284e-05, 
0.92,-3.95397e-06, 5.66263e-05, -4.54771e-06, -0.00293651, 0.00229642, 8.56086e-05, 2.22656, 4.1414e-05, 
0.93,-3.93321e-06, 5.73357e-05, -4.45022e-06, -0.0030424, 0.00237672, 8.67235e-05, 2.2332, 4.21828e-05, 
0.94,-3.90285e-06, 5.80245e-05, -4.33494e-06, -0.00315004, 0.00245827, 8.78085e-05, 2.2397, 4.29343e-05, 
0.95,-3.86261e-06, 5.86923e-05, -4.20137e-06, -0.00325938, 0.00254104, 8.88633e-05, 2.24608, 4.36683e-05, 
0.96,-3.81226e-06, 5.9339e-05, -4.04908e-06, -0.00337038, 0.002625, 8.98872e-05, 2.25232, 4.43844e-05, 
0.97,-3.75155e-06, 5.99643e-05, -3.87766e-06, -0.00348298, 0.00271011, 9.08799e-05, 2.25842, 4.50824e-05, 
0.98,-3.68029e-06, 6.0568e-05, -3.68676e-06, -0.00359714, 0.00279633, 9.18413e-05, 2.26438, 4.57619e-05, 
0.99,-3.59829e-06, 6.11501e-05, -3.47607e-06, -0.00371279, 0.00288362, 9.2771e-05, 2.2702, 4.64229e-05, 
1,-3.5054e-06, 6.17105e-05, -3.24531e-06, -0.00382989, 0.00297194, 9.36688e-05, 2.27587, 4.70651e-05, 
1.01,-3.4015e-06, 6.22492e-05, -2.99427e-06, -0.00394839, 0.00306126, 9.45348e-05, 2.2814, 4.76886e-05, 
1.02,-3.28647e-06, 6.27663e-05, -2.72277e-06, -0.00406822, 0.00315152, 9.5369e-05, 2.28678, 4.82932e-05, 
1.03,-3.16026e-06, 6.32618e-05, -2.43071e-06, -0.00418932, 0.00324269, 9.61713e-05, 2.292, 4.88789e-05, 
1.04,-3.02281e-06, 6.37358e-05, -2.11802e-06, -0.00431165, 0.00333473, 9.6942e-05, 2.29707, 4.94459e-05, 
1.05,-2.87412e-06, 6.41886e-05, -1.78469e-06, -0.00443513, 0.00342759, 9.76814e-05, 2.30198, 4.99941e-05, 
1.06,-2.7142e-06, 6.46204e-05, -1.43076e-06, -0.00455972, 0.00352124, 9.83896e-05, 2.30674, 5.05238e-05, 
1.07,-2.5431e-06, 6.50315e-05, -1.05633e-06, -0.00468535, 0.00361561, 9.90671e-05, 2.31134, 5.10351e-05, 
1.08,-2.3609e-06, 6.54223e-05, -6.61562e-07, -0.00481196, 0.00371069, 9.97143e-05, 2.31577, 5.15282e-05, 
1.09,-2.16772e-06, 6.5793e-05, -2.46667e-07, -0.0049395, 0.00380641, 0.000100332, 2.32005, 5.20035e-05, 
1.1,-1.96369e-06, 6.61441e-05, 1.88084e-07, -0.0050679, 0.00390275, 0.00010092, 2.32416, 5.24612e-05, 
1.11,-1.74899e-06, 6.64762e-05, 6.42366e-07, -0.00519711, 0.00399965, 0.00010148, 2.3281, 5.29017e-05, 
1.12,-1.52382e-06, 6.67896e-05, 1.1158e-06, -0.00532707, 0.00409708, 0.000102012, 2.33187, 5.33255e-05, 
1.13,-1.28843e-06, 6.7085e-05, 1.60794e-06, -0.00545771, 0.00419499, 0.000102517, 2.33548, 5.37329e-05, 
1.14,-1.04307e-06, 6.73629e-05, 2.11829e-06, -0.005589, 0.00429335, 0.000102996, 2.33891, 5.41245e-05, 
1.15,-7.88037e-07, 6.76241e-05, 2.64632e-06, -0.00572087, 0.00439212, 0.00010345, 2.34218, 5.45008e-05, 
1.16,-5.23665e-07, 6.7869e-05, 3.19141e-06, -0.00585327, 0.00449126, 0.000103879, 2.34527, 5.48624e-05, 
1.17,-2.50305e-07, 6.80985e-05, 3.75293e-06, -0.00598615, 0.00459073, 0.000104285, 2.34819, 5.52099e-05, 
1.18,3.16617e-08, 6.83133e-05, 4.33016e-06, -0.00611946, 0.00469051, 0.000104669, 2.35093, 5.55439e-05, 
1.19,3.21828e-07, 6.85142e-05, 4.92236e-06, -0.00625315, 0.00479055, 0.000105033, 2.3535, 5.58651e-05, 
1.2,6.19759e-07, 6.87019e-05, 5.52873e-06, -0.00638718, 0.00489082, 0.000105376, 2.35589, 5.61742e-05, 
1.21,9.24998e-07, 6.88773e-05, 6.14844e-06, -0.0065215, 0.0049913, 0.000105701, 2.35811, 5.6472e-05, 
1.22,1.23706e-06, 6.90412e-05, 6.78061e-06, -0.00665608, 0.00509195, 0.000106008, 2.36014, 5.67593e-05, 
1.23,1.55545e-06, 6.91946e-05, 7.42431e-06, -0.00679087, 0.00519275, 0.0001063, 2.362, 5.70367e-05, 
1.24,1.87965e-06, 6.93384e-05, 8.07859e-06, -0.00692584, 0.00529368, 0.000106577, 2.36368, 5.73053e-05, 
1.25,2.2091e-06, 6.94734e-05, 8.74248e-06, -0.00706096, 0.00539471, 0.000106841, 2.36518, 5.75657e-05, 
1.26,2.54326e-06, 6.96006e-05, 9.41493e-06, -0.00719621, 0.00549582, 0.000107093, 2.3665, 5.7819e-05, 
1.27,2.88154e-06, 6.9721e-05, 1.00949e-05, -0.00733154, 0.00559699, 0.000107335, 2.36764, 5.80659e-05, 
1.28,3.22338e-06, 6.98356e-05, 1.07814e-05, -0.00746695, 0.00569821, 0.000107568, 2.36859, 5.83074e-05, 
1.29,3.56816e-06, 6.99453e-05, 1.14732e-05, -0.0076024, 0.00579946, 0.000107793, 2.36937, 5.85444e-05, 
1.3,3.91528e-06, 7.00511e-05, 1.21693e-05, -0.00773789, 0.00590074, 0.000108013, 2.36997, 5.87778e-05, 
1.31,4.26413e-06, 7.01542e-05, 1.28686e-05, -0.0078734, 0.00600203, 0.000108229, 2.37038, 5.90085e-05, 
1.32,4.61408e-06, 7.02554e-05, 1.35698e-05, -0.00800891, 0.00610332, 0.000108441, 2.37061, 5.92376e-05, 
1.33,4.96452e-06, 7.03559e-05, 1.4272e-05, -0.00814443, 0.00620462, 0.000108653, 2.37066, 5.9466e-05, 
1.34,5.31482e-06, 7.04565e-05, 1.49738e-05, -0.00827995, 0.00630591, 0.000108865, 2.37053, 5.96945e-05, 
1.35,5.66435e-06, 7.05584e-05, 1.56743e-05, -0.00841547, 0.00640721, 0.000109079, 2.37021, 5.99242e-05, 
1.36,6.01249e-06, 7.06626e-05, 1.63723e-05, -0.008551, 0.00650851, 0.000109296, 2.36972, 6.0156e-05, 
1.37,6.35863e-06, 7.07701e-05, 1.70666e-05, -0.00868653, 0.00660982, 0.000109518, 2.36904, 6.03909e-05, 
1.38,6.70215e-06, 7.08819e-05, 1.77561e-05, -0.00882209, 0.00671114, 0.000109747, 2.36818, 6.06298e-05, 
1.39,7.04245e-06, 7.0999e-05, 1.84398e-05, -0.00895768, 0.0068125, 0.000109983, 2.36714, 6.08736e-05, 
1.4,7.37894e-06, 7.11224e-05, 1.91165e-05, -0.00909332, 0.00691389, 0.00011023, 2.36592, 6.11232e-05, 
1.41,7.71103e-06, 7.1253e-05, 1.97852e-05, -0.00922904, 0.00701534, 0.000110487, 2.36452, 6.13796e-05, 
1.42,8.03817e-06, 7.13919e-05, 2.04449e-05, -0.00936485, 0.00711686, 0.000110757, 2.36294, 6.16435e-05, 
1.43,8.35981e-06, 7.15399e-05, 2.10945e-05, -0.00950079, 0.00721847, 0.00011104, 2.36118, 6.19159e-05, 
1.44,8.6754e-06, 7.16979e-05, 2.17331e-05, -0.00963688, 0.00732019, 0.000111339, 2.35924, 6.21977e-05, 
1.45,8.98444e-06, 7.1867e-05, 2.23598e-05, -0.00977315, 0.00742205, 0.000111654, 2.35712, 6.24895e-05, 
1.46,9.28643e-06, 7.20479e-05, 2.29736e-05, -0.00990964, 0.00752407, 0.000111987, 2.35482, 6.27923e-05, 
1.47,9.58091e-06, 7.22414e-05, 2.35737e-05, -0.0100464, 0.00762628, 0.000112339, 2.35235, 6.31067e-05, 
1.48,9.86743e-06, 7.24485e-05, 2.41592e-05, -0.0101834, 0.00772871, 0.000112712, 2.3497, 6.34336e-05, 
1.49,1.01456e-05, 7.26699e-05, 2.47295e-05, -0.0103208, 0.00783139, 0.000113106, 2.34688, 6.37735e-05, 
1.5,1.04149e-05, 7.29064e-05, 2.52837e-05, -0.0104586, 0.00793435, 0.000113522, 2.34388, 6.41272e-05, 
1.51,1.06751e-05, 7.31586e-05, 2.58212e-05, -0.0105968, 0.00803763, 0.000113962, 2.34071, 6.44953e-05, 
1.52,1.09258e-05, 7.34273e-05, 2.63413e-05, -0.0107355, 0.00814125, 0.000114427, 2.33737, 6.48784e-05, 
1.53,1.11667e-05, 7.37131e-05, 2.68436e-05, -0.0108747, 0.00824527, 0.000114918, 2.33386, 6.5277e-05, 
1.54,1.13976e-05, 7.40166e-05, 2.73274e-05, -0.0110145, 0.00834971, 0.000115435, 2.33017, 6.56917e-05, 
1.55,1.16181e-05, 7.43384e-05, 2.77923e-05, -0.011155, 0.00845462, 0.00011598, 2.32632, 6.6123e-05, 
1.56,1.1828e-05, 7.46791e-05, 2.82379e-05, -0.0112961, 0.00856003, 0.000116553, 2.3223, 6.65712e-05, 
1.57,1.20272e-05, 7.50391e-05, 2.86638e-05, -0.011438, 0.00866599, 0.000117154, 2.31812, 6.70368e-05, 
1.58,1.22155e-05, 7.54189e-05, 2.90698e-05, -0.0115807, 0.00877253, 0.000117785, 2.31377, 6.75201e-05, 
1.59,1.23927e-05, 7.58189e-05, 2.94555e-05, -0.0117243, 0.00887971, 0.000118446, 2.30926, 6.80214e-05, 
1.6,1.25588e-05, 7.62394e-05, 2.98209e-05, -0.0118687, 0.00898755, 0.000119137, 2.30459, 6.8541e-05, 
1.61,1.27137e-05, 7.66808e-05, 3.01657e-05, -0.0120142, 0.00909611, 0.00011986, 2.29976, 6.9079e-05, 
1.62,1.28574e-05, 7.71432e-05, 3.04899e-05, -0.0121607, 0.00920543, 0.000120613, 2.29478, 6.96357e-05, 
1.63,1.29899e-05, 7.76271e-05, 3.07935e-05, -0.0123083, 0.00931554, 0.000121398, 2.28964, 7.02112e-05, 
1.64,1.31111e-05, 7.81324e-05, 3.10764e-05, -0.012457, 0.0094265, 0.000122215, 2.28434, 7.08056e-05, 
1.65,1.32212e-05, 7.86593e-05, 3.13389e-05, -0.012607, 0.00953834, 0.000123064, 2.2789, 7.14188e-05, 
1.66,1.33202e-05, 7.9208e-05, 3.1581e-05, -0.0127582, 0.00965111, 0.000123945, 2.2733, 7.20508e-05, 
1.67,1.34083e-05, 7.97783e-05, 3.1803e-05, -0.0129108, 0.00976485, 0.000124857, 2.26756, 7.27016e-05, 
1.68,1.34856e-05, 8.03703e-05, 3.2005e-05, -0.0130647, 0.00987959, 0.000125801, 2.26168, 7.33711e-05, 
1.69,1.35522e-05, 8.0984e-05, 3.21874e-05, -0.0132201, 0.00999539, 0.000126777, 2.25565, 7.40591e-05, 
1.7,1.36083e-05, 8.16191e-05, 3.23505e-05, -0.0133769, 0.0101123, 0.000127784, 2.24949, 7.47655e-05, 
1.71,1.36542e-05, 8.22755e-05, 3.24947e-05, -0.0135353, 0.0102303, 0.000128822, 2.24318, 7.54899e-05, 
1.72,1.36901e-05, 8.2953e-05, 3.26203e-05, -0.0136953, 0.0103495, 0.000129891, 2.23675, 7.6232e-05, 
1.73,1.37163e-05, 8.36513e-05, 3.27279e-05, -0.0138569, 0.0104698, 0.00013099, 2.23018, 7.69916e-05, 
1.74,1.3733e-05, 8.43701e-05, 3.2818e-05, -0.0140202, 0.0105914, 0.000132119, 2.22349, 7.77683e-05, 
1.75,1.37406e-05, 8.5109e-05, 3.2891e-05, -0.0141852, 0.0107143, 0.000133276, 2.21667, 7.85616e-05, 
1.76,1.37393e-05, 8.58676e-05, 3.29476e-05, -0.014352, 0.0108385, 0.000134462, 2.20973, 7.93711e-05, 
1.77,1.37295e-05, 8.66454e-05, 3.29883e-05, -0.0145206, 0.010964, 0.000135675, 2.20267, 8.01962e-05, 
1.78,1.37115e-05, 8.7442e-05, 3.30138e-05, -0.0146911, 0.0110909, 0.000136915, 2.19549, 8.10366e-05, 
1.79,1.36858e-05, 8.82567e-05, 3.30247e-05, -0.0148634, 0.0112191, 0.000138181, 2.18821, 8.18915e-05, 
1.8,1.36526e-05, 8.9089e-05, 3.30216e-05, -0.0150376, 0.0113488, 0.000139472, 2.18081, 8.27604e-05, 
1.81,1.36123e-05, 8.99383e-05, 3.30053e-05, -0.0152138, 0.0114799, 0.000140787, 2.17331, 8.36427e-05, 
1.82,1.35655e-05, 9.08038e-05, 3.29763e-05, -0.015392, 0.0116125, 0.000142125, 2.16571, 8.45376e-05, 
1.83,1.35123e-05, 9.16849e-05, 3.29356e-05, -0.0155722, 0.0117465, 0.000143485, 2.15801, 8.54445e-05, 
1.84,1.34533e-05, 9.25808e-05, 3.28837e-05, -0.0157543, 0.011882, 0.000144865, 2.15022, 8.63626e-05, 
1.85,1.33889e-05, 9.34908e-05, 3.28213e-05, -0.0159386, 0.0120191, 0.000146265, 2.14233, 8.72913e-05, 
1.86,1.33194e-05, 9.44139e-05, 3.27493e-05, -0.0161249, 0.0121577, 0.000147683, 2.13437, 8.82296e-05, 
1.87,1.32453e-05, 9.53494e-05, 3.26684e-05, -0.0163132, 0.0122978, 0.000149118, 2.12632, 8.91768e-05, 
1.88,1.3167e-05, 9.62964e-05, 3.25792e-05, -0.0165037, 0.0124394, 0.000150569, 2.11819, 9.01322e-05, 
1.89,1.30849e-05, 9.72539e-05, 3.24825e-05, -0.0166963, 0.0125826, 0.000152034, 2.10999, 9.10947e-05, 
1.9,1.29993e-05, 9.82211e-05, 3.23791e-05, -0.0168909, 0.0127274, 0.000153511, 2.10172, 9.20636e-05, 
1.91,1.29108e-05, 9.9197e-05, 3.22695e-05, -0.0170877, 0.0128738, 0.000155, 2.09338, 9.3038e-05, 
1.92,1.28196e-05, 0.000100181, 3.21546e-05, -0.0172866, 0.0130217, 0.000156499, 2.08499, 9.4017e-05, 
1.93,1.27262e-05, 0.000101171, 3.20351e-05, -0.0174875, 0.0131711, 0.000158007, 2.07654, 9.49997e-05, 
1.94,1.2631e-05, 0.000102167, 3.19115e-05, -0.0176906, 0.0133222, 0.000159521, 2.06804, 9.59852e-05, 
1.95,1.25343e-05, 0.000103167, 3.17846e-05, -0.0178958, 0.0134748, 0.000161041, 2.05949, 9.69724e-05, 
1.96,1.24364e-05, 0.000104172, 3.1655e-05, -0.0181031, 0.0136289, 0.000162565, 2.0509, 9.79606e-05, 
1.97,1.23378e-05, 0.000105178, 3.15232e-05, -0.0183124, 0.0137846, 0.000164091, 2.04227, 9.89488e-05, 
1.98,1.22387e-05, 0.000106187, 3.139e-05, -0.0185239, 0.0139419, 0.000165618, 2.03361, 9.9936e-05, 
