0.19,0.0986007,-0.0566365,-0.227419,0.207306,-0.0566365,0.0287654,0.21741,7.56728e-15,5.56967e-16,
0.2,0.103853,-0.0599758,-0.239855,0.218388,-0.0599758,0.0304598,0.22907,7.97762e-15,6.22493e-16,
0.21,0.109119,-0.0633745,-0.252375,0.229504,-0.0633745,0.0321841,0.240771,8.33467e-15,6.98939e-16,
0.22,0.114399,-0.0668362,-0.264984,0.240657,-0.0668362,0.0339401,0.252516,8.80895e-15,8.2999e-16,
0.23,0.119693,-0.0703646,-0.277688,0.251846,-0.0703646,0.0357297,0.264306,9.2033e-15,8.40911e-16,
0.24,0.125002,-0.0739634,-0.290491,0.263074,-0.0739634,0.0375546,0.276144,9.55147e-15,9.17358e-16,
0.25,0.130327,-0.0776364,-0.303399,0.274342,-0.0776364,0.0394169,0.28803,9.94049e-15,9.71962e-16,
0.26,0.135668,-0.0813875,-0.316417,0.285652,-0.0813875,0.0413185,0.299967,1.01679e-14,1.04841e-15,
0.27,0.141026,-0.0852208,-0.329551,0.297004,-0.0852208,0.0432613,0.311956,1.05196e-14,1.10301e-15,
0.28,0.1464,-0.0891405,-0.342807,0.3084,-0.0891405,0.0452476,0.324,1.09477e-14,1.21222e-15,
0.29,0.151792,-0.0931509,-0.356192,0.319841,-0.0931509,0.0472795,0.336099,1.12834e-14,1.25591e-15,
0.3,0.157202,-0.0972564,-0.369711,0.331329,-0.0972564,0.0493591,0.348255,1.18252e-14,1.31051e-15,
0.31,0.16263,-0.101462,-0.383371,0.342864,-0.101462,0.0514888,0.360469,1.21894e-14,1.33235e-15,
0.32,0.168076,-0.105771,-0.397178,0.354447,-0.105771,0.053671,0.372743,1.26938e-14,1.4634e-15,
0.33,0.173541,-0.110191,-0.41114,0.36608,-0.110191,0.0559082,0.385078,1.30385e-14,1.45248e-15,
0.34,0.179025,-0.114724,-0.425264,0.377763,-0.114724,0.0582028,0.397475,1.34204e-14,1.49617e-15,
0.35,0.184529,-0.119378,-0.439558,0.389497,-0.119378,0.0605576,0.409936,1.39213e-14,1.53985e-15,
0.36,0.190052,-0.124157,-0.454029,0.401282,-0.124157,0.0629752,0.422461,1.43761e-14,1.55077e-15,
0.37,0.195594,-0.129067,-0.468685,0.413119,-0.129067,0.0654586,0.43505,1.48717e-14,1.64906e-15,
0.38,0.201156,-0.134114,-0.483536,0.425009,-0.134114,0.0680106,0.447706,1.52927e-14,1.65998e-15,
0.39,0.206738,-0.139305,-0.498589,0.436952,-0.139305,0.0706345,0.460428,1.55786e-14,1.71459e-15,
0.4,0.212339,-0.144645,-0.513855,0.448947,-0.144645,0.0733333,0.473216,1.59677e-14,1.80195e-15,
0.41,0.21796,-0.150141,-0.529342,0.460996,-0.150141,0.0761105,0.486072,1.62625e-14,1.82379e-15,
0.42,0.2236,-0.155801,-0.545061,0.473097,-0.155801,0.0789696,0.498994,1.66054e-14,1.85656e-15,
0.43,0.229258,-0.161632,-0.561024,0.48525,-0.161632,0.0819142,0.511984,1.69535e-14,1.88932e-15,
0.44,0.234936,-0.167642,-0.577239,0.497455,-0.167642,0.0849481,0.525039,1.71774e-14,1.88932e-15,
0.45,0.240631,-0.173838,-0.593721,0.509712,-0.173838,0.0880753,0.538161,1.749e-14,1.88932e-15,
0.46,0.246344,-0.180229,-0.61048,0.522017,-0.180229,0.0913,0.551347,1.78133e-14,1.94392e-15,
0.47,0.252073,-0.186824,-0.627529,0.534372,-0.186824,0.0946266,0.564597,1.82201e-14,1.91116e-15,
0.48,0.257819,-0.193632,-0.644883,0.546773,-0.193632,0.0980597,0.577909,1.85736e-14,1.88932e-15,
0.49,0.263579,-0.200663,-0.662555,0.55922,-0.200663,0.101604,0.59128,1.90479e-14,1.92208e-15,
0.5,0.269354,-0.207927,-0.680561,0.571709,-0.207927,0.105265,0.60471,1.93197e-14,2.00945e-15,
0.51,0.27514,-0.215435,-0.698916,0.584237,-0.215435,0.109047,0.618194,1.96732e-14,2.04221e-15,
0.52,0.280938,-0.223198,-0.717637,0.596803,-0.223198,0.112957,0.63173,2.00195e-14,1.98761e-15,
0.53,0.286745,-0.231228,-0.736742,0.609402,-0.231228,0.117,0.645313,2.04814e-14,2.10774e-15,
0.54,0.292559,-0.239537,-0.756249,0.622029,-0.239537,0.121182,0.65894,2.0874e-14,2.17326e-15,
0.55,0.298379,-0.24814,-0.77618,0.634681,-0.24814,0.125511,0.672605,2.14246e-14,2.23879e-15,
0.56,0.304201,-0.25705,-0.796553,0.647352,-0.25705,0.129992,0.686302,2.18439e-14,2.29339e-15,
0.57,0.310023,-0.266281,-0.817393,0.660035,-0.266281,0.134634,0.700024,2.23555e-14,2.31524e-15,
0.58,0.315842,-0.27585,-0.838722,0.672723,-0.27585,0.139443,0.713764,2.27196e-14,2.31524e-15,
0.59,0.321653,-0.285774,-0.860566,0.68541,-0.285774,0.144429,0.727513,2.30695e-14,2.4026e-15,
0.6,0.327454,-0.296069,-0.882952,0.698085,-0.296069,0.1496,0.741261,2.33786e-14,2.50089e-15,
0.61,0.33324,-0.306754,-0.905908,0.710739,-0.306754,0.154965,0.754997,2.38476e-14,2.6101e-15,
0.62,0.339006,-0.31785,-0.929464,0.72336,-0.31785,0.160535,0.768708,2.40963e-14,2.69747e-15,
0.63,0.344745,-0.329378,-0.953654,0.735936,-0.329378,0.166318,0.78238,2.45137e-14,2.74115e-15,
0.64,0.350453,-0.341359,-0.978511,0.748452,-0.341359,0.172327,0.795998,2.48797e-14,2.90497e-15,
0.65,0.356121,-0.353818,-1.00407,0.760893,-0.353818,0.178574,0.809543,2.53024e-14,2.86128e-15,
0.66,0.361743,-0.36678,-1.03038,0.77324,-0.36678,0.18507,0.822994,2.56826e-14,2.8176e-15,
0.67,0.367309,-0.380273,-1.05747,0.785473,-0.380273,0.19183,0.83633,2.59845e-14,2.88312e-15,
0.68,0.372809,-0.394325,-1.0854,0.79757,-0.394325,0.198867,0.849523,2.62528e-14,2.94865e-15,
0.69,0.378232,-0.408967,-1.1142,0.809505,-0.408967,0.206196,0.862546,2.64855e-14,2.99233e-15,
0.7,0.383565,-0.424232,-1.14394,0.821248,-0.424232,0.213835,0.875365,2.69313e-14,3.11246e-15,
0.71,0.388796,-0.440154,-1.17466,0.832768,-0.440154,0.2218,0.887944,2.7315e-14,3.17799e-15,
0.72,0.393907,-0.456773,-1.20643,0.844028,-0.456773,0.23011,0.900241,2.77272e-14,3.25444e-15,
0.73,0.398881,-0.474127,-1.23931,0.854986,-0.474127,0.238784,0.912209,2.80593e-14,3.27628e-15,
0.74,0.403698,-0.492259,-1.27338,0.865596,-0.492259,0.247845,0.923796,2.84253e-14,3.24351e-15,
0.75,0.408336,-0.511216,-1.30869,0.875806,-0.511216,0.257313,0.93494,2.8713e-14,3.31996e-15,
0.76,0.412767,-0.531045,-1.34534,0.885555,-0.531045,0.267214,0.945575,2.90719e-14,3.35272e-15,
0.77,0.416965,-0.5518,-1.38341,0.894776,-0.5518,0.277573,0.955623,2.94627e-14,3.37457e-15,
0.78,0.420894,-0.573534,-1.42298,0.903393,-0.573534,0.288417,0.964998,2.98019e-14,3.31996e-15,
0.79,0.424519,-0.596307,-1.46415,0.911319,-0.596307,0.299776,0.9736,3.0246e-14,3.37457e-15,
0.8,0.427796,-0.62018,-1.50703,0.918454,-0.62018,0.31168,0.981317,3.04468e-14,3.42917e-15,
0.81,0.430677,-0.645221,-1.55173,0.924688,-0.645221,0.324162,0.988021,3.07576e-14,3.51654e-15,
0.82,0.433107,-0.671496,-1.59835,0.92989,-0.671496,0.337256,0.993566,3.10347e-14,3.56022e-15,
0.83,0.435024,-0.69908,-1.64703,0.933917,-0.69908,0.350997,0.997787,3.14984e-14,3.63667e-15,
0.84,0.436354,-0.728045,-1.69788,0.936602,-0.728045,0.365424,1.0005,3.1859e-14,3.66943e-15,
0.85,0.437017,-0.758468,-1.75103,0.937754,-0.758468,0.380572,1.00147,3.20455e-14,3.71311e-15,
0.86,0.436919,-0.790426,-1.80663,0.937159,-0.790426,0.396482,1.00048,3.22e-14,3.74588e-15,
0.87,0.435954,-0.823995,-1.86479,0.934568,-0.823995,0.41319,0.997228,3.25553e-14,3.77864e-15,
0.88,0.433999,-0.859248,-1.92566,0.929701,-0.859248,0.430734,0.991405,3.29319e-14,3.8114e-15,
0.89,0.430916,-0.896251,-1.98936,0.92224,-0.896251,0.449146,0.982647,3.33582e-14,3.87693e-15,
0.9,0.426548,-0.935059,-2.05598,0.91182,-0.935059,0.468455,0.970545,3.34701e-14,3.93153e-15,
0.91,0.420716,-0.975712,-2.12562,0.898033,-0.975712,0.488681,0.954635,3.34541e-14,3.95338e-15,
0.92,0.41322,-1.01823,-2.19833,0.88042,-1.01823,0.509834,0.934401,3.35216e-14,3.87693e-15,
0.93,0.403836,-1.06259,-2.2741,0.858468,-1.06259,0.531907,0.909264,3.35287e-14,3.86601e-15,
0.94,0.392316,-1.10874,-2.35287,0.831611,-1.10874,0.554873,0.87859,3.34506e-14,3.86601e-15,
0.95,0.37839,-1.15655,-2.4345,0.799234,-1.15655,0.578674,0.841688,3.35785e-14,3.85509e-15,
0.96,0.361768,-1.20585,-2.51871,0.76068,-1.20585,0.603221,0.797825,3.35589e-14,3.84417e-15,
0.97,0.342146,-1.25635,-2.6051,0.715266,-1.25635,0.628375,0.74624,3.36158e-14,3.83324e-15,
0.98,0.319219,-1.30765,-2.69309,0.662306,-1.30765,0.653948,0.686174,3.37383e-14,3.8114e-15,
0.99,0.292693,-1.35925,-2.78189,0.601148,-1.35925,0.679685,0.616909,3.38112e-14,3.80048e-15,
1,0.262307,-1.41049,-2.87053,0.53122,-1.41049,0.705268,0.537825,3.39124e-14,3.78956e-15,
1.01,0.22786,-1.46057,-2.95777,0.452092,-1.46057,0.730305,0.448465,3.42339e-14,3.76772e-15,
1.02,0.189236,-1.50857,-3.04221,0.363543,-1.50857,0.754342,0.348614,3.44507e-14,3.78956e-15,
1.03,0.146442,-1.55347,-3.12227,0.265631,-1.55347,0.776876,0.238377,3.47633e-14,3.8114e-15,
1.04,0.099632,-1.5942,-3.19631,0.158754,-1.5942,0.797378,0.118244,3.5131e-14,3.83324e-15,
1.05,0.0491211,-1.6297,-3.26273,0.043688,-1.6297,0.815333,-0.0108661,3.55396e-14,3.87693e-15,
1.06,-0.0046088,-1.65905,-3.32013,-0.0784168,-1.65905,0.830276,-0.147616,3.59108e-14,3.83324e-15,
1.07,-0.0609293,-1.68151,-3.3674,-0.206078,-1.68151,0.84184,-0.290298,3.61791e-14,3.82232e-15,
1.08,-0.119103,-1.69659,-3.40388,-0.337573,-1.69659,0.849783,-0.436939,3.65095e-14,3.73496e-15,
1.09,-0.178338,-1.70412,-3.42937,-0.471061,-1.70412,0.854014,-0.585445,3.69695e-14,3.73496e-15,
1.1,-0.237844,-1.70422,-3.44417,-0.604717,-1.70422,0.85459,-0.733747,3.75415e-14,3.73496e-15,
1.11,-0.296885,-1.6973,-3.44901,-0.736858,-1.6973,0.851704,-0.879945,3.79643e-14,3.69127e-15,
1.12,-0.354829,-1.68396,-3.44491,-0.866034,-1.68396,0.845649,-1.02241,3.84954e-14,3.61483e-15,
1.13,-0.411162,-1.66495,-3.43314,-0.991085,-1.66495,0.836791,-1.15985,3.89768e-14,3.62575e-15,
1.14,-0.465505,-1.64109,-3.41502,-1.11116,-1.64109,0.825525,-1.29131,3.93925e-14,3.58206e-15,
1.15,-0.517605,-1.61318,-3.39188,-1.22569,-1.61318,0.812248,-1.41617,3.98082e-14,3.60391e-15,
1.16,-0.567318,-1.582,-3.36494,-1.33437,-1.582,0.797337,-1.53411,4.02665e-14,3.60391e-15,
1.17,-0.614591,-1.54825,-3.33533,-1.4371,-1.54825,0.781133,-1.64501,4.07141e-14,3.58206e-15,
1.18,-0.659443,-1.51253,-3.30398,-1.53393,-1.51253,0.763933,-1.74897,4.09326e-14,3.58206e-15,
1.19,-0.70194,-1.47537,-3.2717,-1.62503,-1.47537,0.745988,-1.84618,4.14087e-14,3.60391e-15,
1.2,-0.742187,-1.43718,-3.23914,-1.71065,-1.43718,0.727507,-1.93693,4.19043e-14,3.60391e-15,
1.21,-0.780305,-1.39831,-3.20682,-1.79109,-1.39831,0.708656,-2.02156,4.22258e-14,3.58206e-15,
1.22,-0.816429,-1.35903,-3.17514,-1.86665,-1.35903,0.689566,-2.10044,4.25668e-14,3.51654e-15,
1.23,-0.850697,-1.31955,-3.14441,-1.93766,-1.31955,0.670341,-2.17392,4.28564e-14,3.47285e-15,
1.24,-0.883244,-1.28004,-3.11486,-2.00443,-1.28004,0.651055,-2.24237,4.33911e-14,3.51654e-15,
1.25,-0.9142,-1.2406,-3.08666,-2.06726,-1.2406,0.631766,-2.30613,4.35598e-14,3.56022e-15,
1.26,-0.943689,-1.20132,-3.05991,-2.12645,-1.20132,0.612513,-2.36553,4.39133e-14,3.42917e-15,
1.27,-0.971826,-1.16225,-3.03469,-2.18226,-1.16225,0.593322,-2.42087,4.43574e-14,3.44009e-15,
1.28,-0.998716,-1.12343,-3.01105,-2.23493,-1.12343,0.574207,-2.47242,4.46292e-14,3.45101e-15,
1.29,-1.02446,-1.08487,-2.98901,-2.28468,-1.08487,0.555177,-2.52044,4.50733e-14,3.48378e-15,
1.3,-1.04914,-1.04659,-2.96857,-2.33171,-1.04659,0.536231,-2.56515,4.54516e-14,3.48378e-15,
1.31,-1.07283,-1.00856,-2.94973,-2.37622,-1.00856,0.517366,-2.60677,4.5727e-14,3.4947e-15,
1.32,-1.09562,-0.97077,-2.93246,-2.41836,-0.97077,0.498572,-2.64548,4.60521e-14,3.52746e-15,
1.33,-1.11756,-0.933206,-2.91674,-2.45829,-0.933206,0.47984,-2.68145,4.63309e-14,3.51654e-15,
1.34,-1.13871,-0.89584,-2.90255,-2.49612,-0.89584,0.461156,-2.71483,4.65068e-14,3.47285e-15,
1.35,-1.15913,-0.858641,-2.88986,-2.532,-0.858641,0.442504,-2.74574,4.67146e-14,3.41825e-15,
1.36,-1.17885,-0.821577,-2.87863,-2.56601,-0.821577,0.423869,-2.77432,4.69242e-14,3.41825e-15,
1.37,-1.19792,-0.784614,-2.86883,-2.59825,-0.784614,0.405234,-2.80067,4.71125e-14,3.36365e-15,
1.38,-1.21637,-0.747717,-2.86043,-2.62881,-0.747717,0.38658,-2.82487,4.7228e-14,3.3418e-15,
1.39,-1.23423,-0.710849,-2.85341,-2.65774,-0.710849,0.367891,-2.84702,4.75104e-14,3.36365e-15,
1.4,-1.25154,-0.673974,-2.84772,-2.68513,-0.673974,0.349148,-2.86719,4.77165e-14,3.3418e-15,
1.41,-1.2683,-0.637053,-2.84336,-2.71102,-0.637053,0.330332,-2.88544,4.80114e-14,3.2872e-15,
1.42,-1.28454,-0.60005,-2.84029,-2.73545,-0.60005,0.311426,-2.90182,4.83702e-14,3.30904e-15,
1.43,-1.30027,-0.562926,-2.83849,-2.75846,-0.562926,0.292411,-2.91638,4.86509e-14,3.29812e-15,
1.44,-1.31551,-0.525643,-2.83793,-2.78009,-0.525643,0.273269,-2.92916,4.89155e-14,3.30904e-15,
1.45,-1.33026,-0.488163,-2.83861,-2.80035,-0.488163,0.253982,-2.94019,4.89493e-14,3.31996e-15,
1.46,-1.34452,-0.450448,-2.84051,-2.81927,-0.450448,0.234532,-2.94951,4.91411e-14,3.3418e-15,
1.47,-1.35829,-0.41246,-2.8436,-2.83685,-0.41246,0.214901,-2.95712,4.9285e-14,3.30904e-15,
1.48,-1.37158,-0.374162,-2.84788,-2.85311,-0.374162,0.195073,-2.96304,4.93721e-14,3.22167e-15,
1.49,-1.38438,-0.335515,-2.85333,-2.86803,-0.335515,0.175029,-2.96729,4.94342e-14,3.21075e-15,
1.5,-1.39668,-0.296481,-2.85995,-2.88161,-0.296481,0.154753,-2.96986,4.95781e-14,3.14523e-15,
1.51,-1.40846,-0.257025,-2.86773,-2.89384,-0.257025,0.134228,-2.97076,4.9674e-14,3.14523e-15,
1.52,-1.41971,-0.217107,-2.87666,-2.9047,-0.217107,0.113438,-2.96998,4.97327e-14,3.12338e-15,
1.53,-1.43041,-0.176693,-2.88674,-2.91416,-0.176693,0.0923665,-2.9675,4.9857e-14,3.13431e-15,
1.54,-1.44055,-0.135744,-2.89795,-2.9222,-0.135744,0.0709988,-2.96331,5.00684e-14,3.12338e-15,
1.55,-1.45008,-0.0942261,-2.91031,-2.92878,-0.0942261,0.0493197,-2.95738,5.02549e-14,3.11246e-15,
1.56,-1.45899,-0.0521033,-2.9238,-2.93385,-0.0521033,0.0273147,-2.9497,5.03491e-14,3.06878e-15,
1.57,-1.46724,-0.00934129,-2.93842,-2.93736,-0.00934129,0.00497008,-2.94024,5.05125e-14,3.09062e-15,
1.58,-1.47479,0.0340932,-2.95416,-2.93927,0.0340932,-0.0177271,-2.92895,5.07292e-14,3.10154e-15,
1.59,-1.4816,0.0782322,-2.97104,-2.9395,0.0782322,-0.040789,-2.91579,5.07612e-14,3.0251e-15,
1.6,-1.48762,0.123106,-2.98903,-2.93799,0.123106,-0.0642265,-2.90073,5.06102e-14,3.00325e-15,
1.61,-1.4928,0.168744,-3.00814,-2.93465,0.168744,-0.0880494,-2.88371,5.0699e-14,3.0251e-15,
1.62,-1.49707,0.215172,-3.02836,-2.92941,0.215172,-0.112266,-2.86468,5.08269e-14,3.01418e-15,
1.63,-1.50039,0.262414,-3.04968,-2.92218,0.262414,-0.136883,-2.84358,5.08891e-14,3.01418e-15,
1.64,-1.50267,0.31049,-3.07209,-2.91284,0.31049,-0.161905,-2.82033,5.08873e-14,2.92681e-15,
1.65,-1.50385,0.359416,-3.09558,-2.90129,0.359416,-0.187335,-2.79488,5.10525e-14,2.94865e-15,
1.66,-1.50384,0.409203,-3.12012,-2.88741,0.409203,-0.213173,-2.76714,5.11715e-14,2.92681e-15,
1.67,-1.50256,0.459858,-3.14569,-2.87108,0.459858,-0.239415,-2.73704,5.13438e-14,2.89405e-15,
1.68,-1.49991,0.51138,-3.17226,-2.85215,0.51138,-0.266054,-2.70448,5.13314e-14,2.82852e-15,
1.69,-1.49579,0.563761,-3.1998,-2.83049,0.563761,-0.293081,-2.66939,5.12479e-14,2.80668e-15,
1.7,-1.4901,0.616982,-3.22825,-2.80593,0.616982,-0.320479,-2.63165,5.13491e-14,2.82852e-15,
1.71,-1.48272,0.671017,-3.25756,-2.7783,0.671017,-0.348228,-2.59117,5.13456e-14,2.79576e-15,
1.72,-1.47353,0.725825,-3.28766,-2.74745,0.725825,-0.376302,-2.54785,5.13243e-14,2.76299e-15,
1.73,-1.4624,0.781352,-3.31847,-2.71318,0.781352,-0.404667,-2.50157,5.12461e-14,2.80668e-15,
1.74,-1.4492,0.837528,-3.34988,-2.67531,0.837528,-0.433282,-2.45224,5.12053e-14,2.8176e-15,
1.75,-1.43379,0.894266,-3.38179,-2.63365,0.894266,-0.462096,-2.39973,5.10241e-14,2.82852e-15,
1.76,-1.41603,0.951457,-3.41406,-2.588,0.951457,-0.491049,-2.34393,5.08376e-14,2.80668e-15,
1.77,-1.39578,1.00897,-3.44652,-2.53815,1.00897,-0.520072,-2.28475,5.07292e-14,2.78484e-15,
1.78,-1.37289,1.06665,-3.47898,-2.48393,1.06665,-0.549081,-2.22207,5.05569e-14,2.74115e-15,
1.79,-1.34723,1.12431,-3.51124,-2.42513,1.12431,-0.57798,-2.15581,5.03082e-14,2.66471e-15,
1.8,-1.31864,1.18174,-3.54304,-2.36158,1.18174,-0.606659,-2.08587,4.99227e-14,2.67563e-15,
1.81,-1.28702,1.23869,-3.57412,-2.29312,1.23869,-0.634993,-2.01221,4.97753e-14,2.68655e-15,
1.82,-1.25224,1.29487,-3.60414,-2.21962,1.29487,-0.662842,-1.93476,4.9468e-14,2.67563e-15,
1.83,-1.2142,1.34998,-3.63277,-2.14097,1.34998,-0.690048,-1.85352,4.91998e-14,2.67563e-15,
1.84,-1.17285,1.40366,-3.65962,-2.0571,1.40366,-0.716439,-1.76851,4.8928e-14,2.65378e-15,
1.85,-1.12812,1.45553,-3.68426,-1.96802,1.45553,-0.741828,-1.67979,4.86136e-14,2.58826e-15,
1.86,-1.08004,1.50518,-3.70625,-1.87377,1.50518,-0.766013,-1.58747,4.83809e-14,2.57734e-15,
1.87,-1.02863,1.55215,-3.72512,-1.77448,1.55215,-0.788783,-1.49171,4.79332e-14,2.6101e-15,
1.88,-0.973989,1.596,-3.74037,-1.67037,1.596,-0.809919,-1.39275,4.74341e-14,2.54458e-15,
1.89,-0.916279,1.63626,-3.75151,-1.56172,1.63626,-0.829198,-1.29089,4.69917e-14,2.53365e-15,
1.9,-0.855711,1.67245,-3.75804,-1.44896,1.67245,-0.846401,-1.1865,4.65405e-14,2.50089e-15,
1.91,-0.792571,1.70414,-3.75951,-1.33259,1.70414,-0.861321,-1.08003,4.60627e-14,2.44629e-15,
1.92,-0.727206,1.73091,-3.75549,-1.21321,1.73091,-0.873766,-0.972003,4.56275e-14,2.41352e-15,
1.93,-0.66003,1.7524,-3.74562,-1.09153,1.7524,-0.883571,-0.863007,4.53468e-14,2.44629e-15,
1.94,-0.591514,1.76832,-3.72962,-0.968357,1.76832,-0.890605,-0.753688,4.49702e-14,2.50089e-15,
1.95,-0.522174,1.77845,-3.7073,-0.844541,1.77845,-0.894776,-0.644734,4.4686e-14,2.53365e-15,
1.96,-0.452562,1.78267,-3.6786,-0.720992,1.78267,-0.89604,-0.536861,4.44462e-14,2.53365e-15,
1.97,-0.383245,1.78098,-3.64356,-0.598638,1.78098,-0.894403,-0.430785,4.41247e-14,2.56642e-15,
1.98,-0.31479,1.77347,-3.60233,-0.478394,1.77347,-0.88992,-0.327207,4.38565e-14,2.6101e-15,
1.99,-0.247747,1.76034,-3.5552,-0.36114,1.76034,-0.8827,-0.226787,4.359e-14,2.65378e-15,
2,-0.182625,1.74187,-3.50255,-0.247687,1.74187,-0.872894,-0.130123,4.32756e-14,2.63194e-15,
2.01,-0.119885,1.71847,-3.44487,-0.138755,1.71847,-0.860695,-0.0377407,4.29683e-14,2.77392e-15,
2.02,-0.0599239,1.69056,-3.3827,-0.0349602,1.69056,-0.846326,0.0499273,4.27463e-14,2.83944e-15,
2.03,-0.00306601,1.65865,-3.31664,0.0632055,1.65865,-0.830036,0.132543,4.2446e-14,2.8176e-15,
2.04,0.0504389,1.62328,-3.24731,0.155373,1.62328,-0.812083,0.209868,4.23341e-14,2.88312e-15,
2.05,0.100416,1.58497,-3.17535,0.241296,1.58497,-0.792733,0.281759,4.22542e-14,2.97049e-15,
2.06,0.146764,1.54427,-3.10136,0.320846,1.54427,-0.772246,0.348164,4.19735e-14,3.0251e-15,
2.07,0.189446,1.50168,-3.02594,0.394001,1.50168,-0.750874,0.40911,4.19416e-14,3.0797e-15,
2.08,0.228483,1.45771,-2.94962,0.46083,1.45771,-0.728852,0.464694,4.17995e-14,3.11246e-15,
2.09,0.263946,1.41278,-2.87292,0.521482,1.41278,-0.706396,0.515071,4.17035e-14,3.14523e-15,
2.1,0.295945,1.36731,-2.79626,0.576165,1.36731,-0.683701,0.560441,4.16076e-14,3.13431e-15,
2.11,0.32462,1.32165,-2.72004,0.625139,1.32165,-0.660938,0.601037,4.16147e-14,3.19983e-15,
2.12,0.350137,1.27612,-2.64458,0.668694,1.27612,-0.638257,0.637115,4.15348e-14,3.19983e-15,
2.13,0.372673,1.23097,-2.57016,0.707146,1.23097,-0.615785,0.668945,4.16129e-14,3.18891e-15,
2.14,0.392417,1.18643,-2.497,0.74082,1.18643,-0.593627,0.696806,4.17373e-14,3.24351e-15,
2.15,0.40956,1.14268,-2.42528,0.770048,1.14268,-0.571871,0.720975,4.17213e-14,3.27628e-15,
2.16,0.424294,1.09986,-2.35515,0.795156,1.09986,-0.550587,0.741724,4.17906e-14,3.2872e-15,
2.17,0.436804,1.0581,-2.28671,0.816463,1.0581,-0.529829,0.759318,4.18723e-14,3.31996e-15,
2.18,0.447271,1.01748,-2.22003,0.834276,1.01748,-0.509639,0.77401,4.189e-14,3.36365e-15,
2.19,0.455869,0.978059,-2.15515,0.84889,0.978059,-0.490047,0.786042,4.1906e-14,3.38549e-15,
2.2,0.46276,0.939884,-2.09211,0.860579,0.939884,-0.471072,0.795638,4.18794e-14,3.44009e-15,
2.21,0.468097,0.90298,-2.03091,0.869603,0.90298,-0.452726,0.803012,4.19913e-14,3.4947e-15,
2.22,0.472024,0.867358,-1.97154,0.876204,0.867358,-0.435014,0.80836,4.22755e-14,3.52746e-15,
2.23,0.474673,0.833017,-1.91399,0.880607,0.833017,-0.417935,0.811866,4.24834e-14,3.5493e-15,
2.24,0.476168,0.799946,-1.85821,0.883017,0.799946,-0.401483,0.813698,4.27072e-14,3.64759e-15,
2.25,0.47662,0.768126,-1.80417,0.883627,0.768126,-0.385649,0.814012,4.29203e-14,3.63667e-15,
2.26,0.476135,0.737535,-1.75183,0.88261,0.737535,-0.370421,0.81295,4.3082e-14,3.72404e-15,
2.27,0.474805,0.708142,-1.70114,0.880127,0.708142,-0.355784,0.810643,4.32738e-14,3.73496e-15,
2.28,0.472719,0.679915,-1.65205,0.876324,0.679915,-0.341722,0.80721,4.35332e-14,3.76772e-15,
2.29,0.469954,0.652819,-1.6045,0.871334,0.652819,-0.328218,0.80276,4.36451e-14,3.77864e-15,
