0, 0.979033, 0.0010182, -0.203639, 0.00489521, 
0.1, 0.856752, 0.0985911, -0.178625, 0.473655, 
0.2, 0.524565, 0.172401, -0.110563, 0.826368, 
0.3, 0.0638598, 0.204658, -0.0158566, 0.976619, 
0.4, -0.412491, 0.187588, 0.0826713, 0.887596, 
0.5, -0.787782, 0.125304, 0.161276, 0.58111, 
0.6, -0.970065, 0.0328195, 0.201015, 0.13225, 
0.7, -0.914681, -0.0675756, 0.192311, -0.349012, 
0.8, -0.635199, -0.151683, 0.137261, -0.744764, 
0.9, -0.200093, -0.199232, 0.0491323, -0.958048, 
1, 0.284037, -0.19876, -0.0508369, -0.936607, 
1.1, 0.698576, -0.150383, -0.138555, -0.685696, 
1.2, 0.941964, -0.0657598, -0.192883, -0.266787, 
1.3, 0.95457, 0.0347128, -0.200727, 0.217486, 
1.4, 0.733305, 0.126819, -0.160198, 0.648474, 
1.5, 0.332379, 0.188358, -0.081062, 0.920584, 
1.6, -0.14998, 0.204498, 0.0176093, 0.967149, 
1.7, -0.595593, 0.17135, 0.112037, 0.776759, 
1.8, -0.895286, 0.096902, 0.179465, 0.396062, 
1.9, -0.975632, -0.000901455, 0.203644, -0.0816712, 
2, -0.816947, -0.0984873, 0.178745, -0.539395, 
2.1, -0.45811, -0.172335, 0.110771, -0.864966, 
2.2, 0.0129656, -0.204646, 0.0161012, -0.978618, 
2.3, 0.480864, -0.187632, -0.0824491, -0.852506, 
2.4, 0.83095, -0.125394, -0.16113, -0.517528, 
2.5, 0.977453, -0.032934, -0.20098, -0.0557537, 
2.6, 0.884478, 0.0674639, -0.192396, 0.41968, 
2.7, 0.574805, 0.151601, -0.137445, 0.792291, 
2.8, 0.124304, 0.199199, -0.0493712, 0.970789, 
2.9, -0.356651, 0.198784, 0.0506014, 0.911441, 
3, -0.750227, 0.150458, 0.13838, 0.628787, 
3.1, -0.959995, 0.0658684, 0.19281, 0.192079, 
3.2, -0.934564, -0.0345969, 0.200775, -0.291689, 
3.3, -0.680163, -0.126723, 0.160354, -0.703993, 
3.4, -0.259122, -0.188306, 0.0812891, -0.943816, 
3.5, 0.225405, -0.204502, -0.0173664, -0.952402, 
3.6, 0.654707, -0.171408, -0.111837, -0.727647, 
3.7, 0.923605, -0.0970012, -0.179357, -0.324616, 
3.8, 0.966218, 0.000784801, -0.203653, 0.157946, 
3.9, 0.772107, 0.0983812, -0.17887, 0.601812, 
4, 0.388829, 0.172265, -0.110981, 0.898232, 
4.1, -0.0897134, 0.204628, -0.0163452, 0.974583, 
4.2, -0.546275, 0.187671, 0.0822298, 0.812158, 
4.3, -0.868999, 0.125481, 0.160989, 0.450753, 
4.4, -0.978817, 0.0330477, 0.200951, -0.0210887, 
4.5, -0.848823, -0.0673506, 0.192485, -0.487763, 
4.6, -0.510866, -0.151515, 0.137632, -0.834935, 
4.7, -0.047747, -0.199161, 0.0496101, -0.977545, 
4.8, 0.42707, -0.198803, -0.0503682, -0.880654, 
4.9, 0.797255, -0.15053, -0.138209, -0.568, 
5, 0.97211, -0.0659755, -0.192743, -0.116185, 
5.1, 0.908798, 0.0344799, -0.200827, 0.364097, 
5.2, 0.622828, 0.126624, -0.160514, 0.755173, 
5.3, 0.184265, 0.188248, -0.081517, 0.96123, 
5.4, -0.299443, 0.2045, 0.0171253, 0.931783, 
5.5, -0.709787, 0.171462, 0.111641, 0.674047, 
5.6, -0.946232, 0.0970983, 0.179253, 0.251167, 
5.7, -0.950849, -0.000667849, 0.203667, -0.23325, 
5.8, -0.722506, -0.0982723, 0.178998, -0.66052, 
5.9, -0.317149, -0.17219, 0.111192, -0.925961, 
6, 0.165911, -0.204605, 0.0165882, -0.964539, 
6.1, 0.608321, -0.187706, -0.0820137, -0.766802, 
6.2, 0.901693, -0.125565, -0.160852, -0.381196, 
6.3, 0.974148, -0.0331609, -0.200926, 0.0978037, 
6.4, 0.807935, 0.0672351, -0.192579, 0.552842, 
6.5, 0.443777, 0.151425, -0.137821, 0.872432, 
6.6, -0.0291066, 0.199117, -0.0498487, 0.978274, 
6.7, -0.494859, 0.198817, 0.0501377, 0.844436, 
6.8, -0.83937, 0.150598, 0.138042, 0.503709, 
6.9, -0.978234, 0.0660814, 0.19268, 0.0395712, 
7, -0.877429, -0.0343615, 0.200884, -0.434262, 
7.1, -0.561653, -0.126521, 0.160676, -0.801699, 
7.2, -0.108271, -0.188186, 0.0817452, -0.972718, 
7.3, 0.371638, -0.204493, -0.0168863, -0.905419, 
7.4, 0.760494, -0.171512, -0.111449, -0.616289, 
7.5, 0.963028, -0.0971935, -0.179155, -0.176166, 
7.6, 0.929618, 0.000550211, -0.203685, 0.307118, 
7.7, 0.668451, 0.0981603, -0.179129, 0.715158, 
7.8, 0.243512, 0.172111, -0.111404, 0.947982, 
7.9, -0.241087, 0.204578, -0.0168297, 0.948547, 
8, -0.66662, 0.187736, 0.0818013, 0.716716, 
8.1, -0.928829, 0.125647, 0.16072, 0.309287, 
8.2, -0.963474, 0.0332741, 0.200906, -0.173918, 
8.3, -0.762066, -0.0671173, 0.192676, -0.614513, 
8.4, -0.373951, -0.151331, 0.138012, -0.904551, 
8.5, 0.105783, -0.199069, 0.0500866, -0.972971, 
8.6, 0.559599, -0.198827, -0.0499103, -0.80301, 
8.7, 0.876313, -0.150663, -0.13788, -0.436309, 
8.8, 0.978328, -0.0661866, -0.192623, 0.0372889, 
8.9, 0.840651, 0.0342413, -0.200945, 0.501752, 
9, 0.497013, 0.126415, -0.16084, 0.843284, 
9.1, 0.0316068, 0.188119, -0.0819734, 0.978209, 
9.2, -0.441543, 0.204481, 0.0166497, 0.87347, 
9.3, -0.806514, 0.171559, 0.111262, 0.554728, 
9.4, -0.973888, 0.0972874, 0.179061, 0.100076, 
9.5, -0.902657, -0.000431507, 0.203709, -0.379095, 
9.6, -0.610274, -0.0980451, 0.179264, -0.765387, 
9.7, -0.168373, -0.172026, 0.111617, -0.964157, 
9.8, 0.31478, -0.204545, 0.0170694, -0.926706, 
9.9, 0.72081, -0.187763, -0.0815927, -0.662209, 
10, 0.950241, -0.125726, -0.160593, -0.235468, 
